rxnIDs_ref	modelIDs	refVals	condVals	log2FC	subSystems	grRules
3',5'-cyclic-nucleotide phosphodiesterase (arm)	arm_r_0033	0	0	0	sce00230  Purine metabolism	YGL248W or YOR360C
3',5'-cyclic-nucleotide phosphodiesterase (No1)	r_0033No1	0	0	0	sce00230  Purine metabolism	YGL248W
3',5'-cyclic-nucleotide phosphodiesterase (No2)	r_0033No2	0	0	0	sce00230  Purine metabolism	YOR360C
3',5'-cyclic-nucleotide phosphodiesterase (No1)	r_0034No1	0	0	0	sce00230  Purine metabolism	YOR360C
3',5'-cyclic-nucleotide phosphodiesterase (No1)	r_0035No1	0	0	0	sce00230  Purine metabolism	YOR360C
3',5'-cyclic-nucleotide phosphodiesterase (No1)	r_0036No1	0	0	0	sce00230  Purine metabolism	YOR360C
3',5'-cyclic-nucleotide phosphodiesterase (No1)	r_0037No1	0	0	0	sce00230  Purine metabolism	YOR360C
3,4-dihydroxy-2-butanone-4-phosphate synthase (No1)	r_0038No1	0.000198	0.000198	0	sce00740  Riboflavin metabolism // sce01110  Biosynthesis of secondary metabolites	YDR487C
3-dehydroquinate dehydratase (No1)	r_0039No1	0.0282325471161453	0.0269323004835269	-0.0680218271946933	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YDR127W
3-dehydroquinate synthase (No1)	r_0040No1	0.0282325471161453	0.0269323004835269	-0.0680218271946933	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YDR127W
3-dehydrosphinganine reductase (No1)	r_0041No1	0	0	0	sce00600  Sphingolipid metabolism	YBR265W
3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (arm)	arm_r_0042	0	0	0	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YBR249C or YDR035W
3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (No1)	r_0042No1	0	0	0	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YBR249C
3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (No2)	r_0042No2	0	0	0	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YDR035W
3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase (arm)	arm_r_0043	0	0	0		YPL252C or YDR376W
3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase (No1)	r_0043No1	0	0	0		YPL252C
3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase (No2)	r_0043No2	0	0	0		YDR376W
3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase (No1)	r_0044No1	0	0	0		YDR538W and YDR539W
3-hydroxy-L-kynurenine hydrolase (No1)	r_0045No1	0.000600929999999389	0.000600929999999944	1.33262542558639e-12	sce00380  Tryptophan metabolism	YLR231C
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA) (No1)	r_0057No1	0	0	0		YKR009C
3-hydroxyanthranilate 3,4-dioxygenase (No1)	r_0058No1	0.000600929999999389	0.000600929999999944	1.33262542558639e-12	sce00380  Tryptophan metabolism	YJR025C
3-isopropylmalate 3-methyltransferase (No1)	r_0059No1	0	0	0		YER175C
3-isopropylmalate dehydratase (No1)	r_0060No1	0	0	0	sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YGL009C
3-isopropylmalate dehydrogenase (No1)	r_0061No1	0.0309804325411737	0.0295222712176889	-0.0695535712340847	sce00290  Valine, leucine and isoleucine biosynthesis // sce00660  C5-Branched dibasic acid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YCL018W
3-methyl-2-oxobutanoate decarboxylase (arm)	arm_r_0062	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YGR087C or YLR044C or YLR134W
3-methyl-2-oxobutanoate decarboxylase (No1)	r_0062No1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YGR087C
3-methyl-2-oxobutanoate decarboxylase (No2)	r_0062No2	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR044C
3-methyl-2-oxobutanoate decarboxylase (No3)	r_0062No3	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR134W
3-methyl-2-oxobutanoate hydroxymethyltransferase (No1)	r_0063No1	0	0	0	sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites	YBR176W
3-methyl-2-oxopentanoate decarboxylase (arm)	arm_r_0064	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YDL080C or YGR087C or YLR044C or YLR134W
3-methyl-2-oxopentanoate decarboxylase (No1)	r_0064No1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YDL080C
3-methyl-2-oxopentanoate decarboxylase (No2)	r_0064No2	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YGR087C
3-methyl-2-oxopentanoate decarboxylase (No3)	r_0064No3	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR044C
3-methyl-2-oxopentanoate decarboxylase (No4)	r_0064No4	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR134W
3-phosphoshikimate 1-carboxyvinyltransferase (No1)	r_0065No1	0.0282325471161453	0.0269323004835269	-0.0680218271946933	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YDR127W
4-amino-4-deoxychorismate synthase (No1)	r_0066No1	6.27660000000058e-06	6.2766000000018e-06	2.81260847034922e-13	sce00790  Folate biosynthesis	YNR033W
4-aminobenzoate synthase (No1)	r_0067No1	6.27660000000058e-06	6.2766000000018e-06	2.81260847034922e-13		YMR289W
4-aminobutyrate transaminase (No1)	r_0068No1	3.56553434579521e-05	1.188e-07	-8.22943965478234	sce00250  Alanine, aspartate and glutamate metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00410  beta-Alanine metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism	YGR019W
4-hydroxy-L-threonine synthase (No1)	r_0069No1	0	0	0	sce00260  Glycine, serine and threonine metabolism // sce00750  Vitamin B6 metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	YCR053W
4-methyl-2-oxopentanoate decarboxylase (No1)	r_0072No1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YDL080C
4PP-IP5 depyrophosphorylation to IP6 (arm)	arm_r_0073	0	0	0		YLR410W or YOR163W
4PP-IP5 depyrophosphorylation to IP6 (No1)	r_0073No1	0	0	0		YLR410W
4PP-IP5 depyrophosphorylation to IP6 (No2)	r_0073No2	0	0	0		YOR163W
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4 (No1)	r_0074No1	0	0	0	sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast	YDR017C
5'-methylthioadenosine phosphorylase (No1)	r_0075No1	0	0	0	sce00270  Cysteine and methionine metabolism	YLR017W
5'-nucleotidase (CMP) (arm)	arm_r_0076	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YER037W or YGL224C
5'-nucleotidase (CMP) (No1)	r_0076No1	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YER037W
5'-nucleotidase (CMP) (No2)	r_0076No2	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YGL224C
5'-nucleotidase (IMP) (No1)	r_0077No1	0	0	0	sce00230  Purine metabolism // sce00760  Nicotinate and nicotinamide metabolism	YOR155C
5'-nucleotidase (UMP) (arm)	arm_r_0078	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YER037W or YGL224C
5'-nucleotidase (UMP) (No1)	r_0078No1	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YER037W
5'-nucleotidase (UMP) (No2)	r_0078No2	0	0	0	sce00760  Nicotinate and nicotinamide metabolism	YGL224C
5'-phosphoribosylformyl glycinamidine synthetase (No1)	r_0079No1	0.0101192057999979	0.0101192058000041	8.94717022515229e-13	sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YGR061C
5,10-methylenetetrahydrofolate reductase (NADPH) (arm)	arm_r_0080	0.0201636369365665	0.0206145608094018	0.0319078423764238	sce00670  One carbon pool by folate // sce01200  Carbon metabolism	YGL125W or YPL023C
5,10-methylenetetrahydrofolate reductase (NADPH) (No1)	r_0080No1	0.0201636369365665	0.0206145608094018	0.0319078423764238	sce00670  One carbon pool by folate // sce01200  Carbon metabolism	YGL125W
5,10-methylenetetrahydrofolate reductase (NADPH) (No2)	r_0080No2	0	0	0	sce00670  One carbon pool by folate // sce01200  Carbon metabolism	YPL023C
5-aminolevulinate synthase (No1)	r_0081No1	7.92e-07	7.92e-07	0	sce00260  Glycine, serine and threonine metabolism // sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	YDR232W
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase (No1)	r_0082No1	0	0	0		YOR163W
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase (No1)	r_0083No1	0	0	0	sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast	YDR017C
5-formethyltetrahydrofolate cyclo-ligase (No1)	r_0084No1	0	0	0	sce00670  One carbon pool by folate	YER183C
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase (No1)	r_0085No1	0	0	0	sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	YER091C
5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase (No1)	r_0086No1	0	0	0		YJR024C
5-methylthioribose-1-phosphate isomerase (No1)	r_0087No1	0	0	0		YPR118W
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4 (No1)	r_0088No1	0	0	0		YLR410W
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4 (No1)	r_0089No1	0	0	0		YLR410W
6-phosphofructo-2-kinase (arm)	arm_r_0090	0	0	0	sce00051  Fructose and mannose metabolism	YIL107C or YOL136C
6-phosphofructo-2-kinase (No1)	r_0090No1	0	0	0	sce00051  Fructose and mannose metabolism	YIL107C
6-phosphofructo-2-kinase (No2)	r_0090No2	0	0	0	sce00051  Fructose and mannose metabolism	YOL136C
6-phosphogluconolactonase (arm)	arm_r_0091	0.430809607396944	0.000903840770026372	-8.89676607326073	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YGR248W or YHR163W
6-phosphogluconolactonase (No1)	r_0091No1	0.346884574234897	0.000903840770026372	-8.58417133597326	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YGR248W
6-phosphogluconolactonase (No2)	r_0091No2	0.0839250331620471	0	-36.2883821508615	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YHR163W
6PP-IP5 depyrophosphorylation to IP6 (arm)	arm_r_0092	0	0	0		YLR410W or YOR163W
6PP-IP5 depyrophosphorylation to IP6 (No1)	r_0092No1	0	0	0		YLR410W
6PP-IP5 depyrophosphorylation to IP6 (No2)	r_0092No2	0	0	0		YOR163W
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4 (No1)	r_0093No1	0	0	0	sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast	YDR017C
acetaldehyde condensation (arm)	arm_r_0095	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YGR087C or YLR044C or YLR134W
acetaldehyde condensation (No1)	r_0095No1	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YGR087C
acetaldehyde condensation (No2)	r_0095No2	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR044C
acetaldehyde condensation (No3)	r_0095No3	0	0	0	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR134W
acetohydroxy acid isomeroreductase (No1)	r_0096No1	0.0586371295677999	0.0558772457494479	-0.0695535712340845	sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR355C
acetolactate synthase (arm)	arm_r_0097	0.0586371295677999	0.0558772457494479	-0.0695535712340845	sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	(YCL009C and YMR108W) or YMR108W
acetolactate synthase (No1)	r_0097No1	0	0	0	sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YCL009C and YMR108W
acetolactate synthase (No2)	r_0097No2	0.0586371295677999	0.0558772457494479	-0.0695535712340845	sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YMR108W
acetyl-CoA C-acyltransferase (palmitoyl-CoA) (No1)	r_0100No1	0	0	0	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YIL160C
acetyl-CoA C-acyltransferase (tetracosanoyl-CoA) (No1)	r_0101No1	0	0	0	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YIL160C
acetyl-CoA C-acyltransferase (myristoyl-CoA) (No1)	r_0102No1	0	0	0	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YIL160C
acetyl-CoA C-acetyltransferase (No1)	r_0103No1	0	0	0	sce00071  Fatty acid degradation // sce00072  Synthesis and degradation of ketone bodies // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01212  Fatty acid metabolism	YPL028W
acetyl-CoA C-acetyltransferase (No1)	r_0104No1	0.023939314120253	0.0245782875002756	0.0380025804406806	sce00071  Fatty acid degradation // sce00072  Synthesis and degradation of ketone bodies // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01212  Fatty acid metabolism	YPL028W
acetyl-CoA C-acyltransferase (lauroyl-CoA) (No1)	r_0105No1	0	0	0	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YIL160C
acetyl-CoA C-acyltransferase (octanoyl-CoA) (No1)	r_0106No1	0	0	0	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YIL160C
acetyl-CoA C-acyltransferase (decanoyl-CoA) (No1)	r_0107No1	0	0	0	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome	YIL160C
acetyl-Coa carboxylase (No1)	r_0108No1	0	0	0	sce00061  Fatty acid biosynthesis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism	YMR207C
acetyl-CoA carboxylase, reaction (No1)	r_0109No1	0.126530305985866	0.131514686296247	0.0557409405119222	sce00061  Fatty acid biosynthesis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce00780  Biotin metabolism // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism	YDL141W and YNR016C
acetyl-CoA hydrolase (No1)	r_0111No1	0	0	0	sce00620  Pyruvate metabolism	YBL015W
acetyl-CoA synthetase (arm)	arm_r_0112	0.144013971556674	0.155394448521983	0.109726182350909	Gluconeogenesis // sce00010  Glycolysis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	YAL054C or YLR153C
